uniprot,protein_names,gene_names,WT_p_value,WT_Effect_size,CKO_p_value,CKO_Effect_size,Genotype_p_value,Genotype_Effect_size,Gender_p_value,Genotype_Effect_size
Q8BR65,Sin3 histone deacetylase corepressor complex component SDS3,Suds3,0.0323,-0.1305,0.0683,0.115,0.0655,-0.1918,0.2996,0.1682
Q8BR76,Meckelin,Tmem67,0.0472,-0.121,0.274,0.069,0.0012,-0.3376,0.3355,0.1562
Q8BR90,UPF0600 protein C5orf51 homolog,,0.6632,-0.02656,0.6528,0.02837,0.6461,-0.04782,0.7525,0.05113
Q8BR92,Paralemmin-2,Palm2,0.6924,-0.02412,0.2013,-0.08061,0.0371,0.2171,0.5276,0.1024
Q8BRF7,Sec1 family domain-containing protein 1,Scfd1,0.7754,-0.0174,0.7964,-0.01628,0.7652,-0.03111,0.7609,0.04935
Q8BRG8,Transmembrane protein 209,Tmem209,0.3175,-0.06096,0.3027,0.065,0.6655,-0.04504,0.9765,0.004779
Q8BRH0,Transmembrane and TPR repeat-containing protein 3,Tmtc3,0.4559,-0.04546,0.9772,-0.0018,0.5038,0.06964,0.9967,0.000672
Q8BRK9,Alpha-mannosidase 2x,Man2a2,0.6191,-0.03031,0.307,0.06444,0.9347,-0.00853,0.6567,-0.07208
Q8BRM2,RAB6-interacting golgin,Gorab,0.4832,0.04275,0.311,-0.06391,0.1317,0.157,0.8579,-0.02903
Q8BRN9,Coiled-coil and C2 domain-containing protein 1B,Cc2d1b,0.5581,-0.03571,0.6201,0.03127,0.9829,-0.002228,0.9326,0.01372
Q8BRT1,CLIP-associating protein 2,Clasp2,0.4248,0.04866,0.8174,0.01457,0.0395,0.2145,0.8681,-0.02693
Q8BRT1,CLIP-associating protein 2,Clasp2,0.7195,-0.02189,0.1916,-0.08236,0.096,0.1734,0.9941,0.001197
Q8BRV5,Uncharacterized protein KIAA1671,Kiaa1671,0.097,0.1012,0.9069,0.007375,0.0353,0.2192,0.7531,0.05102
Q8BS03,Peptidase inhibitor 15,Pi15,0.1073,0.0982,0.0085,-0.1661,0.0819,-0.1812,0.9563,-0.008879
Q8BS39,Uncharacterized protein C15orf57 homolog,Ccdc32,0.1615,-0.08538,0.8883,-0.008861,0.1536,0.1486,0.8071,-0.03961
Q8BS45,Intraflagellar transport protein 56,Ttc26,0.2247,-0.07403,0.7965,0.01626,0.6024,0.05426,0.6788,-0.06715
Q8BS95,Golgi pH regulator,Gpr89a,0.7008,0.02343,0.5236,-0.04023,0.3383,0.09974,0.8543,-0.02978
Q8BSA9,tRNA wybutosine-synthesizing protein 3 homolog,Tyw3,0.6113,-0.03099,0.3447,-0.05961,0.5631,-0.06023,0.6481,0.07401
Q8BSE0,Regulator of microtubule dynamics protein 2,Rmdn2,0.9423,0.004412,0.9613,0.003064,0.7044,0.03952,0.5679,-0.09261
Q8BSF4,Phosphatidylserine decarboxylase proenzyme;Phosphatidylserine decarboxylase alpha chain;Phosphatidylserine decarboxylase beta chain,Pisd,0.0998,0.1004,0.9142,-0.006795,0.849,-0.01984,0.9663,0.006849
Q8BSI6,R3H and coiled-coil domain-containing protein 1,R3hcc1,0.731,0.02096,0.3622,0.05748,0.9031,-0.01268,0.5699,-0.09215
Q8BSK8,Ribosomal protein S6 kinase beta-1,Rps6kb1,0.8625,-0.01056,0.361,-0.05761,0.9907,-0.001216,0.8356,-0.03366
Q8BSL7,ADP-ribosylation factor 2,Arf2,0.3325,0.05909,0.909,0.007207,0.9614,-0.005043,0.3341,-0.1566
Q8BSQ9,Protein polybromo-1,Pbrm1,0.3573,-0.05613,0.4003,0.05305,0.0046,-0.2955,0.5808,0.08955
Q8BSS9,Liprin-alpha-2,Ppfia2,0.7716,0.0177,0.9663,-0.002663,0.5714,0.05895,0.8226,-0.03636
Q8BSY0,Aspartyl/asparaginyl beta-hydroxylase,Asph,0.7971,-0.01567,0.4128,0.05166,0.1779,-0.1403,0.8113,0.03871
Q8BT07,Centrosomal protein of 55 kDa,Cep55,0.0316,0.131,0.0439,0.1271,0.0135,0.2573,0.477,0.1153
Q8BT14,CCR4-NOT transcription complex subunit 4,Cnot4,0.9522,0.003659,0.982,-0.001421,0.8879,-0.01468,0.933,0.01363
Q8BT51,"Cytochrome c oxidase assembly factor 4 homolog, mitochondrial",COA4,0.0115,0.154,0.4097,0.052,0.7493,0.03329,0.6308,-0.07794
Q8BT60,Copine-3,Cpne3,0.9616,0.002934,0.8763,0.009816,0.3345,-0.1005,0.8173,0.03746
Q8BTE0,"Succinate dehydrogenase assembly factor 4, mitochondrial",Sdhaf4,0.4274,0.04839,0.1127,0.1001,0.3723,0.09293,0.5865,-0.0882
Q8BTG3,T-complex protein 11-like protein 1,Tcp11l1,0.6518,-0.02751,0.994,0.0004759,0.5717,0.05891,0.6803,-0.06683
Q8BTG7,Protein NDRG4,Ndrg4,0.0208,0.141,0.4554,-0.04708,0.0434,0.2104,0.1072,-0.2612
Q8BTH8,Casein kinase I isoform gamma-1,Csnk1g1,0.4069,0.05057,0.734,0.02144,0.307,0.1064,0.9894,-0.002164
Q8BTI7,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C,Ankrd52,0.3368,-0.05857,0.5921,-0.0338,0.8505,0.01963,0.6489,-0.07383
Q8BTI8,Serine/arginine repetitive matrix protein 2,Srrm2,0.8092,-0.01472,0.9412,0.004651,0.3089,-0.106,0.5643,0.09349
Q8BTI9,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",Pik3cb,0.9886,0.0008702,0.5711,0.03573,0.9611,0.005084,0.6074,0.08333
Q8BTJ4,Bis(5-adenosyl)-triphosphatase enpp4,Enpp4,0.895,0.008046,0.5502,-0.03768,0.0001,-0.4121,0.9063,-0.01909
Q8BTK5,SET and MYND domain-containing protein 4,Smyd4,0.0187,-0.1434,0.0222,0.1443,0.9878,0.001594,0.6276,0.07867
Q8BTM8,Filamin-A,Flna,0.7859,0.01657,0.9904,0.0007596,0.2671,0.1156,0.5764,-0.09061
Q8BTS4,Nuclear pore complex protein Nup54,Nup54,0.887,0.008667,0.6649,0.02732,0.0045,-0.2958,0.644,0.07494
Q8BTT6,Digestive organ expansion factor homolog,Diexf,0.8077,-0.01484,0.906,0.007445,0.4802,-0.07353,0.4021,0.1359
Q8BTU1,Cilia- and flagella-associated protein 20,Cfap20,0.9896,0.0007961,0.0004,0.2239,0.8563,0.01886,0.0379,0.3367
Q8BTV1,Tumor suppressor candidate 3,Tusc3,0.4336,0.04775,0.4797,-0.04458,0.6155,0.05232,0.6269,-0.07882
Q8BTV2,Cleavage and polyadenylation specificity factor subunit 7,Cpsf7,0.8075,-0.01486,0.538,-0.03884,0.0001,-0.45,0.6925,0.06414
Q8BTW3,Exosome complex component MTR3,Exosc6,0.8071,0.01488,0.8961,-0.008238,0.2048,-0.1321,0.6325,0.07756
Q8BTW9,Serine/threonine-protein kinase PAK 4,Pak4,0.447,-0.04637,0.6634,0.02745,0.3292,0.1016,0.8639,-0.0278
Q8BTX9,Inactive hydroxysteroid dehydrogenase-like protein 1,Hsdl1,0.233,0.07273,0.679,-0.0261,0.1176,-0.163,0.759,-0.04976
Q8BTY1,Kynurenine--oxoglutarate transaminase 1,Ccbl1,0.5301,-0.03828,0.2852,-0.06741,0.8115,0.02485,0.7971,-0.04169
Q8BTY2,Sodium bicarbonate cotransporter 3,Slc4a7,0.5226,0.03899,0.4064,0.05237,0.5184,-0.06727,0.9681,-0.006482
Q8BTY8,Sec1 family domain-containing protein 2,Scfd2,0.6653,0.02638,0.7568,0.01953,0.8219,0.02344,0.8399,0.03276
Q8BTZ4,Anaphase-promoting complex subunit 5,Anapc5,0.6473,-0.0279,0.9929,-0.0005591,0.229,-0.1253,0.9095,0.01844
Q8BTZ5,Ankyrin repeat domain-containing protein 46,Ankrd46,0.8798,-0.009222,0.2389,0.07428,0.6263,0.05072,0.7299,-0.05599
Q8BTZ7,Mannose-1-phosphate guanyltransferase beta,Gmppb,0.5653,-0.03506,0.3701,-0.05653,0.25,0.1198,0.8933,-0.02175
Q8BU03,Periodic tryptophan protein 2 homolog,Pwp2,0.7201,-0.02185,0.2241,0.07669,0.4228,-0.0835,0.4334,0.127
Q8BU04,Putative E3 ubiquitin-protein ligase UBR7,Ubr7,0.4802,-0.04305,0.1745,-0.08565,0.9629,-0.00485,0.4198,0.1308
Q8BU11,TOX high mobility group box family member 4,Tox4,0.9397,0.004613,0.0991,-0.104,0.1949,-0.135,0.4162,0.1318
Q8BU14,Translocation protein SEC62,Sec62,0.5123,0.03995,0.2285,0.07596,0.0424,0.2114,0.8907,-0.02229
Q8BU30,"Isoleucine--tRNA ligase, cytoplasmic",Iars,0.8584,0.01088,0.5955,0.03349,0.3898,0.08957,0.7576,0.05006
Q8BU31,Ras-related protein Rap-2c,Rap2c,0.8056,0.015,0.7796,0.01765,0.5952,0.05535,0.6655,-0.07012
Q8BU33,Acetolactate synthase-like protein,Ilvbl,0.2189,-0.07496,0.9067,0.00739,0.393,-0.08897,0.3581,0.149
Q8BU85,"Methionine-R-sulfoxide reductase B3, mitochondrial",Msrb3,0.8252,-0.01347,0.5148,-0.04108,0.8178,0.024,0.6445,0.07483
Q8BU88,"39S ribosomal protein L22, mitochondrial",Mrpl22,0.549,-0.03654,0.3224,0.06242,0.8367,0.02146,0.8454,0.03161
Q8BUB4,WD repeat and FYVE domain-containing protein 2,Wdfy2,0.3972,-0.05163,0.1161,-0.09911,0.7137,-0.03821,0.5012,-0.1091
Q8BUE4,Apoptosis-inducing factor 2,Aifm2,0.0746,0.1087,0.2057,0.07982,0.0044,-0.2968,0.9246,0.01534
Q8BUH8,Sentrin-specific protease 7,Senp7,0.3361,-0.05865,0.5931,0.03371,0.3708,-0.09322,0.8625,0.0281
Q8BUK6,Protein Hook homolog 3,Hook3,0.7959,0.01577,0.4416,-0.04853,0.4459,-0.0794,0.9794,0.004196
Q8BUL6,Pleckstrin homology domain-containing family A member 1,Plekha1,0.2875,-0.06485,0.4765,-0.04491,0.6664,0.0449,0.2943,0.1701
Q8BUN5,Mothers against decapentaplegic homolog 3,Smad3,0.6535,-0.02737,0.8995,0.007965,0.0889,0.1772,0.75,-0.05168
Q8BUR4,Dedicator of cytokinesis protein 1,Dock1,0.8376,-0.0125,0.9064,-0.00742,0.2416,0.122,0.9043,-0.01951
Q8BUR9,Mitotic-spindle organizing protein 1,Mzt1,0.9699,0.002304,0.3995,-0.05314,0.2769,-0.1133,0.9875,0.002538
Q8BUV3,Gephyrin;Molybdopterin adenylyltransferase;Molybdopterin molybdenumtransferase,Gphn,0.7544,0.01907,0.5442,-0.03826,0.2605,-0.1172,0.8621,0.02817
Q8BUV8,Protein GPR107,Gpr107,0.761,0.01855,0.934,-0.005225,0.7036,0.03963,0.8502,-0.03063
Q8BUY9,Geranylgeranyl transferase type-1 subunit beta,Pggt1b,0.5261,0.03865,0.7633,-0.01899,0.6579,0.04612,0.9619,0.007741
Q8BV13,COP9 signalosome complex subunit 7b,Cops7b,0.5737,-0.03431,0.5974,0.03331,0.4555,-0.07773,0.8774,0.02503
Q8BV57,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,Ssc5d,0.7151,-0.02226,0.0033,-0.1851,0.0023,-0.3175,0.1028,-0.2646
Q8BVA2,Transmembrane protein 222,Tmem222,0.0019,-0.1893,0.0723,0.1134,0.4709,0.0751,0.5799,0.08976
Q8BVA4,Leiomodin-1,Lmod1,0.3231,0.06024,0.2326,0.0753,0.2133,0.1296,0.8187,0.03716
Q8BVA5,UPF0554 protein C2orf43 homolog,,0.5413,0.03725,0.6899,0.02516,0.0014,0.3323,0.7974,0.04162
Q8BVD5,MAGUK p55 subfamily member 7,Mpp7,0.7773,-0.01725,0.975,-0.001979,0.0014,-0.3327,0.7083,-0.06068
Q8BVE3,V-type proton ATPase subunit H,Atp6v1h,0.6213,-0.03012,0.6699,0.02689,0.0902,0.1765,0.8626,0.02806
Q8BVE8,Histone-lysine N-methyltransferase NSD2,Whsc1,0.7596,0.01866,0.4103,0.05194,0.9214,0.01027,0.3812,0.142
Q8BVF2,Phosducin-like protein 3,Pdcl3,0.7449,0.01984,0.7885,-0.01692,0.5584,0.06096,0.2222,0.1979
Q8BVG4,Dipeptidyl peptidase 9,Dpp9,0.8257,-0.01343,0.8597,0.01115,0.9507,-0.006437,0.7344,0.05501
Q8BVI4,Dihydropteridine reductase,Qdpr,0.6263,-0.02969,0.4213,-0.05073,0.105,-0.1689,0.7538,-0.05087
Q8BVI5,Syntaxin-16,Stx16,0.6491,0.02774,0.8897,0.008751,0.8432,-0.0206,0.8301,-0.0348
Q8BVL3,Sorting nexin-17,Snx17,0.8685,-0.0101,0.5714,-0.0357,0.1763,-0.1409,0.9731,0.005472
Q8BVP5,Casein kinase I isoform gamma-2;Casein kinase I isoform gamma-3,Csnk1g2;Csnk1g3,0.6497,0.02769,0.2118,0.07876,0.2136,-0.1295,0.0854,0.2789
Q8BVQ5,Protein phosphatase methylesterase 1,Ppme1,0.967,-0.002523,0.9637,0.00287,0.6841,0.04239,0.7786,0.04558
Q8BVR6,RING finger and SPRY domain-containing protein 1,Rspry1,0.469,-0.04415,0.1191,0.09831,0.1003,-0.1712,0.4886,-0.1123
Q8BVU0,Leucine-rich repeat and calponin homology domain-containing protein 3,Lrch3,0.8659,0.0103,0.731,-0.02168,0.4739,0.07459,0.5866,-0.08819
Q8BVU5,"ADP-ribose pyrophosphatase, mitochondrial",Nudt9,0.9328,0.005138,0.6243,0.03089,0.6562,0.04637,0.9134,-0.01765
Q8BVW0,Neutral alpha-glucosidase C,Ganc,0.7136,-0.02238,0.2039,-0.08014,0.0292,-0.2271,0.8056,-0.03992
Q8BVY0,Ribosomal L1 domain-containing protein 1,Rsl1d1,0.966,-0.002598,0.3563,0.05818,0.0077,0.2777,0.5496,0.09703
Q8BVZ5,Interleukin-33;Interleukin-33(102-266);Interleukin-33(109-266),Il33,0.0383,-0.1263,0.6383,-0.02965,0.0001,-0.4038,0.5643,-0.09349
Q8BW00,Probable peptidyl-tRNA hydrolase,Ptrh1,0.3958,0.05178,0.7044,0.02393,0.6099,-0.05315,0.6925,-0.06414
Q8BW10,RNA-binding protein NOB1,Nob1,0.6225,-0.03001,0.5907,0.03392,0.547,-0.06273,0.2542,0.1849
Q8BW41,"Protein O-linked-mannose beta-1,4-N-acetylglucosaminyltransferase 2",Pomgnt2,0.1823,-0.08132,0.0153,-0.153,0.0599,-0.196,0.4927,0.1113
Q8BW70,Ubiquitin carboxyl-terminal hydrolase 38,Usp38,0.4744,0.04362,0.4316,-0.0496,0.5009,0.07011,0.9636,0.007405
Q8BW75,Amine oxidase [flavin-containing] B,Maob,0.4441,0.04666,0.1004,0.1036,0.0001,0.4551,0.2537,-0.1851
Q8BW94,"Dynein heavy chain 3, axonemal",Dnah3,0.0086,0.1603,0.0033,0.1856,0.2153,0.1291,0.1216,0.2511
Q8BW96,Calcium/calmodulin-dependent protein kinase type 1D,Camk1d,0.0874,0.1042,0.0073,0.1691,0.0003,0.381,0.3178,-0.162
Q8BWB6,Metalloreductase STEAP2,Steap2,0.2416,0.07139,0.6112,-0.03207,0.0366,0.2178,0.899,-0.02059
Q8BWC0,Two pore calcium channel protein 2,Tpcn2,0.1323,-0.09178,0.005,0.1773,0.301,-0.1077,0.7118,-0.05991
Q8BWF0,"Succinate-semialdehyde dehydrogenase, mitochondrial",Aldh5a1,0.5114,0.04004,0.1444,0.09206,0.4334,-0.0816,0.4683,-0.1176
Q8BWG8,Beta-arrestin-1,Arrb1,0.7453,0.0198,0.8706,-0.01028,0.0496,0.2045,0.2731,-0.1777
Q8BWG9,Calcium release-activated calcium channel protein 1,Orai1,0.5311,-0.03819,0.3974,-0.05338,0.5692,-0.05928,0.5667,-0.09291
Q8BWJ3,"Phosphorylase b kinase regulatory subunit alpha, liver isoform",Phka2,0.8767,-0.009463,0.6821,0.02583,0.116,0.1637,0.6655,-0.07011
Q8BWL5,"RNA-binding motif, single-stranded-interacting protein 3",Rbms3,0.7038,-0.02318,0.3209,-0.06261,0.0001,-0.4466,0.2481,-0.1873
Q8BWM0,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,Ptges2,0.6665,-0.02628,0.7059,-0.0238,0.0433,-0.2105,0.8596,-0.02868
Q8BWP8,"Beta-1,4-glucuronyltransferase 1",B4gat1,0.9386,0.004697,0.0063,-0.1724,0.1333,-0.1564,0.5942,-0.0864
Q8BWQ6,UPF0505 protein C16orf62 homolog,,0.5133,-0.03986,0.875,0.009919,0.8878,0.0147,0.5781,-0.09019
Q8BWR2,PITH domain-containing protein 1,Pithd1,0.2012,0.07794,0.1536,0.09001,0.4276,-0.08263,0.7479,-0.05211
Q8BWR4,Ubiquitin carboxyl-terminal hydrolase 40,Usp40,0.2875,-0.06486,0.6513,-0.02851,0.8739,0.01653,0.6118,-0.0823
Q8BWT1,"3-ketoacyl-CoA thiolase, mitochondrial",Acaa2,0.5075,-0.04041,0.7398,0.02095,0.0001,-0.692,0.6702,-0.06907
Q8BWT5,Disco-interacting protein 2 homolog A,Dip2a,0.6967,0.02377,0.1271,-0.09623,0.1679,0.1436,0.5113,-0.1065
Q8BWU5,Probable tRNA N6-adenosine threonylcarbamoyltransferase,Osgep,0.28,-0.06587,0.4365,-0.04908,0.335,-0.1004,0.933,0.01363
Q8BWW4,La-related protein 4,Larp4,0.8713,-0.00988,0.9197,-0.006357,0.4513,0.07846,0.4484,0.1229
Q8BWW9,Serine/threonine-protein kinase N2,Pkn2,0.9026,0.007462,0.8971,0.008155,0.5473,-0.06269,0.9983,0.0003379
Q8BWY3,Eukaryotic peptide chain release factor subunit 1,Etf1,0.8321,-0.01293,0.5288,0.03973,0.3741,0.09257,0.8149,0.03797
Q8BWY4,Metallo-beta-lactamase domain-containing protein 1,Mblac1,0.0185,-0.1437,0.0069,0.1704,0.0002,-0.3835,0.9765,-0.004775
Q8BWY7,Zinc transporter ZIP11,Slc39a11,0.6199,0.03024,0.1857,0.08348,0.0048,0.294,0.6187,-0.08072
Q8BWZ3,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",Naa25,0.7762,0.01734,0.7237,0.0223,0.253,0.1191,0.5815,0.08939
Q8BX02,KN motif and ankyrin repeat domain-containing protein 2,Kank2,0.822,-0.01372,0.7022,-0.02412,0.6657,-0.045,0.5426,-0.09874
Q8BX09,Retinoblastoma-binding protein 5,Rbbp5,0.2621,-0.06839,0.2907,0.06664,0.0004,-0.3713,0.263,0.1815
Q8BX10,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Pgam5,0.119,-0.09507,0.4159,-0.05132,0.9055,-0.01236,0.5115,-0.1065
Q8BX10,"Serine/threonine-protein phosphatase PGAM5, mitochondrial",Pgam5,0.7144,0.02231,0.7545,-0.01973,0.9723,0.00362,0.8533,-0.02998
Q8BX13,E3 ubiquitin-protein ligase E3D,Ube3d,0.167,0.08426,0.1517,-0.09043,0.2311,0.1247,0.4693,-0.1173
Q8BX17,Gem-associated protein 5,Gemin5,0.0273,0.1346,0.7162,0.02293,0.2749,0.1137,0.4094,0.1338
Q8BX35,Tumor necrosis factor receptor superfamily member 27,Eda2r,0.0005,0.2111,0.2416,0.07386,0.7678,0.03075,0.7577,-0.05003
Q8BX57,PX domain-containing protein kinase-like protein,Pxk,0.4393,-0.04715,0.6797,-0.02604,0.327,-0.1021,0.718,-0.05856
Q8BX65,MyoD family inhibitor domain-containing protein,Mdfic,0.801,-0.01537,0.0015,-0.2006,0.2962,-0.1088,0.9818,0.003697
Q8BX70,Vacuolar protein sorting-associated protein 13C,Vps13c,0.7671,-0.01806,0.7061,0.02379,0.9467,-0.006965,0.9028,-0.01981
Q8BX80,Cytosolic endo-beta-N-acetylglucosaminidase,Engase,0.6463,-0.02798,0.3584,-0.05794,0.2811,0.1123,0.853,-0.03005
Q8BX90,Fibronectin type-III domain-containing protein 3A,Fndc3a,0.2384,0.07188,0.6384,0.02964,0.0002,0.3948,0.617,-0.08111
Q8BX94,Oxysterol-binding protein-related protein 2,Osbpl2,0.5504,-0.03641,0.846,0.01225,0.3518,0.09698,0.6554,-0.07237
Q8BXA1,Golgi integral membrane protein 4,Golim4,0.4705,0.04401,0.9832,0.001331,0.0205,0.2413,0.9668,-0.006759
Q8BXA5,Cleft lip and palate transmembrane protein 1-like protein,Clptm1l,0.7848,0.01665,0.9137,0.006839,0.2513,-0.1195,0.8095,-0.03909
Q8BXC6,COMM domain-containing protein 2,Commd2,0.7044,-0.02313,0.4811,-0.04444,0.377,-0.09201,0.9631,0.007494
Q8BXK8,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1",Agap1,0.8564,-0.01104,0.0836,-0.1091,0.5968,0.05509,0.6932,0.06399
Q8BXL7,ADP-ribosylation factor-related protein 1,Arfrp1,0.5161,0.03959,0.3836,0.05496,0.8596,0.01842,0.9269,-0.01487
Q8BXN9,Transmembrane protein 87A,Tmem87a,0.823,0.01364,0.6363,-0.02983,0.3954,-0.08851,0.3703,0.1453
Q8BXQ2,GPI transamidase component PIG-T,Pigt,0.7773,0.01725,0.2158,-0.07807,0.8989,0.01323,0.911,0.01813
Q8BXV2,BRI3-binding protein,Bri3bp,0.5509,0.03636,0.8503,0.0119,0.7434,0.03409,0.9543,0.009289
Q8BXZ1,Protein disulfide-isomerase TMX3,Tmx3,0.6083,0.03125,0.934,0.00522,0.4601,0.07694,0.5581,-0.09498
Q8BY02,NF-kappa-B-repressing factor,Nkrf,0.4287,0.04825,0.5536,0.03736,0.5674,0.05956,0.7281,0.05637
Q8BY71,Histone acetyltransferase type B catalytic subunit,Hat1,0.0563,-0.1164,0.1091,0.1011,0.0891,0.1771,0.0605,0.3044
Q8BY87,Ubiquitin carboxyl-terminal hydrolase 47,Usp47,0.8337,-0.0128,0.7215,0.02249,0.3977,0.0881,0.7755,0.04626
Q8BY89,Choline transporter-like protein 2,Slc44a2,0.8588,0.01085,0.6684,-0.02702,0.0001,0.8074,0.7379,-0.05427
Q8BYA0,Tubulin-specific chaperone D,Tbcd,0.9251,0.005735,0.7107,0.02339,0.2548,0.1186,0.8168,-0.03756
Q8BYB9,Protein O-glucosyltransferase 1,Poglut1,0.9191,-0.006194,0.5408,-0.03858,0.0129,0.259,0.7325,-0.05542
Q8BYC6,Serine/threonine-protein kinase TAO3,Taok3,0.3896,-0.05245,0.9728,-0.002152,0.1981,-0.1341,0.7579,-0.04998
Q8BYH7,TBC1 domain family member 17,Tbc1d17,0.641,-0.02844,0.4567,-0.04695,0.147,0.1511,0.8556,-0.0295
Q8BYI6,Lysophosphatidylcholine acyltransferase 2,Lpcat2,0.3851,0.05296,0.153,0.09015,0.0001,0.4795,0.7473,0.05225
Q8BYK6,YTH domain-containing family protein 3,Ythdf3,0.814,0.01434,0.9006,0.007881,0.5053,-0.06938,0.7068,0.061
Q8BYL4,"Tyrosine--tRNA ligase, mitochondrial",Yars2,0.5909,0.03278,0.0728,0.1132,0.6064,0.05367,0.9197,-0.01635
Q8BYM8,"Probable cysteine--tRNA ligase, mitochondrial",Cars2,0.0406,-0.1248,0.0374,-0.1313,0.0152,-0.253,0.463,-0.119
Q8BYR2,Serine/threonine-protein kinase LATS1,Lats1,0.5746,-0.03422,0.2839,-0.06759,0.1687,-0.1434,0.8121,0.03856
Q8BYU6,Torsin-1A-interacting protein 2,Tor1aip2,0.3534,0.05658,0.5083,-0.04172,0.203,0.1326,0.7783,-0.04566
Q8BYW9,EGF domain-specific O-linked N-acetylglucosamine transferase,Eogt,0.9381,0.004736,0.3827,0.05506,0.0223,0.2381,0.6375,0.07641
Q8BYY4,Tetratricopeptide repeat protein 39B,Ttc39b,0.5795,0.03379,0.2754,0.06879,0.0001,0.5405,0.641,0.07562
Q8BZ03,Serine/threonine-protein kinase D2,Prkd2,0.5251,-0.03875,0.3477,0.05923,0.3582,-0.0957,0.974,0.005295
Q8BZ20,Poly [ADP-ribose] polymerase 12,Parp12,0.4838,-0.0427,0.7148,-0.02305,0.18,-0.1396,0.6262,0.07899
Q8BZ36,RAD50-interacting protein 1,Rint1,0.7798,0.01705,0.453,-0.04733,0.6747,0.04371,0.9126,0.01779
Q8BZ47,Zinc finger protein 609,Znf609,0.0001,0.247,0.0478,0.1248,0.1035,-0.1696,0.37,0.1454
Q8BZ98,Dynamin-3,Dnm3,0.1322,0.09181,0.0216,0.1449,0.067,0.1908,0.771,-0.04721
Q8BZA9,"Fructose-2,6-bisphosphatase TIGAR",Tigar,0.1652,-0.08462,0.694,-0.02481,0.2202,-0.1277,0.4296,0.1281
Q8BZB2,Phosphopantothenoylcysteine decarboxylase,Ppcdc,0.0097,-0.1576,0.2269,0.07623,0.4265,0.08283,0.438,0.1258
Q8BZF8,Phosphoglucomutase-like protein 5,Pgm5,0.5956,-0.03236,0.1765,-0.08525,0.0001,0.5131,0.4829,-0.1138
Q8BZH0,Zinc transporter ZIP13,Slc39a13,0.4326,-0.04785,0.0007,0.2146,0.0001,0.4194,0.1282,0.2467
Q8BZH4,Pogo transposable element with ZNF domain,Pogz,0.2171,-0.07526,0.2831,0.06771,0.0079,-0.2765,0.4501,0.1225
Q8BZJ7,DCN1-like protein 2,Dcun1d2,0.9621,-0.002898,0.1107,0.1006,0.7389,0.03472,0.98,-0.004075
Q8BZM1,Glomulin,Glmn,0.6792,0.02522,0.5295,0.03966,0.6909,-0.04141,0.3143,0.1632
Q8BZQ7,Anaphase-promoting complex subunit 2,Anapc2,0.3919,-0.0522,0.4952,0.04302,0.4942,-0.07122,0.8196,0.03699
Q8BZR9,Uncharacterized protein C17orf85 homolog,,0.8267,0.01335,0.7407,0.02088,0.0505,-0.2037,0.7512,0.05142
Q8BZS9,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX32,Dhx32,0.0883,-0.1039,0.0033,-0.1854,0.9096,-0.01182,0.4276,-0.1287
Q8BZT9,Laccase domain-containing protein 1,Lacc1,0.4032,-0.05097,0.2957,-0.06596,0.0302,0.2258,0.5096,-0.1069
Q8BZW8,NHL repeat-containing protein 2,Nhlrc2,0.6981,0.02365,0.9443,-0.004406,0.0483,-0.2057,0.7149,-0.05924
Q8BZX4,Splicing regulatory glutamine/lysine-rich protein 1,Srek1,0.7038,0.02319,0.8043,0.01563,0.0233,-0.2362,0.6622,0.07084
Q8C006,Tripartite motif-containing protein 35,Trim35,0.9727,-0.002083,0.0753,0.1122,0.7034,0.03966,0.9717,-0.005763
Q8C025,Cholinephosphotransferase 1,Chpt1,0.1947,-0.07907,0.0223,-0.1441,0.6242,-0.05103,0.1264,-0.2479
Q8C033,Rho guanine nucleotide exchange factor 10,Arhgef10,0.1752,-0.08267,0.681,0.02593,0.048,-0.2059,0.5839,0.08882
Q8C050,Ribosomal protein S6 kinase alpha-5,Rps6ka5,0.0002,-0.2239,0.4172,-0.05117,0.0001,-0.4073,0.0884,0.2763
Q8C052,Microtubule-associated protein 1S;MAP1S heavy chain;MAP1S light chain,Map1s,0.7909,0.01617,0.9267,-0.005806,0.9921,-0.001029,0.9699,-0.00611
Q8C078,Calcium/calmodulin-dependent protein kinase kinase 2,Camkk2,0.4803,-0.04303,0.9788,-0.001674,0.3511,-0.09711,0.7713,-0.04715
Q8C079,Striatin-interacting protein 1,Strip1,0.2688,0.06743,0.9466,0.004224,0.3064,0.1065,0.8736,0.0258
Q8C080,Sorting nexin-16,Snx16,0.9606,-0.003012,0.5379,-0.03885,0.617,0.05209,0.7348,-0.05493
Q8C0C0,Zinc fingers and homeoboxes protein 2,Zhx2,0.1939,-0.07921,0.8324,-0.01335,0.0058,-0.2871,0.7119,-0.0599
