"uniprot","protein_names","gene_names","wt_1_t24","wt_2_t24","wt_3_t24","wt_4_t24","wt_1_t36","wt_2_t36","wt_3_t36","wt_4_t36","ko_1_t24","ko_2_t24","ko_3_t24","ko_4_t24","ko_1_t36","ko_2_t36","ko_3_t36","ko_4_t36"
"Q62193","Replication protein A 32 kDa subunit","Rpa2",34038.9634264239,36164.399883802,29589.2119053445,36315.5733743053,33019.0188181261,33040.6187002516,30141.3115628127,34034.7856134125,38659.1193818019,35392.6398336282,42711.6813061098,32646.7304049144,36797.3658648931,31608.0701105499,39426.5048713961,35002.0969897335
"Q62203","Splicing factor 3A subunit 2","Sf3a2",145602.334182313,147574.561355612,154878.192478114,176531.116663169,152719.400647618,151553.926561516,163582.227825827,184533.587672159,183067.007306006,174258.512151707,224335.681389152,194657.425544477,186453.319427728,169576.910422253,224649.211599504,179790.484983861
"Q62210","Baculoviral IAP repeat-containing protein 2","Birc2",62183.1485046218,60726.6614315878,65805.5429122189,60399.0859311044,61117.5812071026,58467.6785553701,63464.0195042988,59685.2213527914,69611.3264522443,63500.0880563774,85380.2926672806,62905.5856716408,72550.9969216102,63595.7245997848,87947.7978544201,70925.2031365748
"Q62219","Transforming growth factor beta-1-induced transcript 1 protein","Tgfb1i1",602949.432269054,566230.733582717,572221.28083993,665613.782167675,614194.053480275,575887.792567404,594571.583917425,657172.798354903,695255.382813804,846469.071102197,436190.86736984,861852.954606944,683217.758603786,886719.628267728,393641.498052764,852602.045493076
"Q62241","U1 small nuclear ribonucleoprotein C","Snrpc",91554.5033906942,86152.1581470728,91215.3957650764,103170.293946934,79114.9751911142,81452.8756818963,89257.8176421275,104478.902643978,106187.608031822,103868.500130317,124941.994818533,107133.095935111,101583.204368741,90460.3049342035,130704.264401986,106485.90405199
"Q62245","Son of sevenless homolog 1","Sos1",208815.214507942,200979.184790134,196088.527678797,195719.281517862,210716.626290009,207702.852521476,200402.299508238,203349.693361596,191555.086903982,190512.190348102,211590.893136744,201321.504163639,203899.689578992,196726.398200258,211031.669740448,194724.079865053
"Q62261","Spectrin beta chain, non-erythrocytic 1","Sptbn1",8928342.11329209,8999291.0437985,7696293.04170164,6526814.84758759,9288773.486727,9274475.12019278,7785830.76508848,6710595.51696367,7884097.8796438,7759853.53388899,8571506.36029429,7771061.88092345,8163796.54796539,7714241.60635724,8665242.16421259,7483168.15967093
"Q62261","Spectrin beta chain, non-erythrocytic 1","Sptbn1",11000.8955665914,9245.37723548494,18875.480909436,13057.4147578314,9516.49709005955,10430.746483323,18958.0417351112,16975.6657834446,15328.8613381134,15123.2468040148,14993.2351507009,14413.2723727348,13638.0713393151,12975.9999383281,15448.9704946053,15452.2092640956
"Q62266","Cornifin-A","Sprr1a",1970234.76176276,2132835.06956592,751338.034741184,705798.530701721,1678648.27599417,1801047.72230765,708290.212387881,695884.348735477,734107.525580049,713176.983712788,961839.968102777,785604.702039022,694950.252067954,675896.886397134,885894.515993298,717024.998743239
"Q62273","Sulfate transporter","Slc26a2",16522.6142932236,18022.2888444413,16731.7785539851,18010.5898060756,17794.9730032715,17947.3163721397,17129.3806260786,17005.709240193,16552.9925454406,20064.9442472688,16650.4491684679,20793.3762575809,15862.6739961575,17852.7387342286,16503.9779842766,15713.390965365
"Q62276","Mediator of RNA polymerase II transcription subunit 22","Med22",31316.2826793528,33342.780455054,34191.192028799,37352.2599796054,33187.1005253477,33401.3849166197,33537.9607070202,39792.0021028948,36698.3647458069,36518.8118763763,41416.6463707845,34620.043887167,39356.2303079306,35709.8606598971,42876.1480454405,38020.0577962673
"Q62280","Protein SSXT","Ss18",14095.5451176494,12756.1680499098,15303.281087864,13454.8463367396,13689.6224876376,14641.5416654789,15298.7447210319,15243.1597776224,16821.9054656486,17073.1770656263,20047.1016443399,19557.9825228933,16956.8813817362,15054.5093190724,22084.7564019945,15348.486387515
"Q62312","TGF-beta receptor type-2","Tgfbr2",64720.3902585029,63103.7791695056,70920.0227959417,59036.4633748479,67460.406491988,71371.7615586371,70505.15469248,60407.3770353724,57257.8298478431,79513.5389335176,59979.7926394985,84414.0807857103,62037.463817355,82692.4130646233,59780.405325131,85372.6751383709
"Q62313","Trans-Golgi network integral membrane protein 1;Trans-Golgi network integral membrane protein 2","Tgoln1;Tgoln2",53129.3623665247,48082.1988408424,54315.4130257546,48833.6167036186,42344.8425736492,51233.084815858,54287.1424268966,53961.3864819184,56198.6758921773,51776.654128768,48432.1530839185,53119.8577832852,48980.3032745613,55724.3894122258,50485.4775657962,59418.2122021799
"Q62318","Transcription intermediary factor 1-beta","Trim28",1229024.1978065,1250801.9897821,1289663.57583948,1643137.75533771,1269920.55461596,1268462.58093339,1360831.93329845,1628800.44400932,1538412.871742,1707828.82851849,1875500.32961696,1807903.38153437,1557507.55362403,1626865.33478917,1955937.62241445,1729172.82318877
"Q62348","Translin","Tsn",494402.172196519,505752.735415855,454269.843476675,455143.270353302,512070.86136674,501497.156438565,466407.322604017,492901.853178583,472478.351032913,445740.939007533,506502.552482776,472994.121339519,481879.790406174,449461.216618039,530732.12809766,441859.454233638
"Q62351","Transferrin receptor protein 1","Tfrc",331684.909760382,325426.774115597,264941.340620821,354271.350563758,283886.388836977,283228.242921383,252783.763781553,328196.946960343,256448.888844971,274097.667529983,219891.646161354,269351.071902642,248306.034565534,259230.708131537,201799.097047233,252071.583555255
"Q62356","Follistatin-related protein 1","Fstl1",222864.945286097,212819.679105291,200869.309024584,183806.848213551,240103.815101018,229188.247068976,191436.725604342,202726.569814222,191159.141499995,221119.876804941,144871.632976675,195071.987200412,187500.863487029,222043.711956434,140530.215950211,216718.328393001
"Q62371","Discoidin domain-containing receptor 2","Ddr2",61422.848632543,55584.6143356366,139780.484988118,112878.979660261,62258.9102190431,62526.0308587868,123503.742720193,101277.605419347,96264.2263443921,100605.838312068,84373.0432731387,107806.758626006,99002.4367317363,98937.3971787402,81831.9727403198,97979.3784991632
"Q62376","U1 small nuclear ribonucleoprotein 70 kDa","Snrnp70",360984.270684392,358178.174060243,366991.899227988,416136.096867872,365207.210519102,366718.323676717,377442.76216998,436186.483161398,406264.731078634,413480.624893409,488197.825883696,453551.179676148,426302.816496361,405743.265197662,496155.238207384,424613.963910587
"Q62383","Transcription elongation factor SPT6","Supt6h",213636.62833088,220563.027400622,223788.374796287,281251.183486586,221867.853532563,226329.950933359,237380.354871775,272293.862995984,273095.0935376,282522.661102433,335289.732726355,300909.577960726,281713.166929417,267076.620808745,345245.920928852,279476.917090364
"Q62384","Zinc finger protein ZPR1","Zpr1",211356.819532251,206725.496503475,236562.622552229,245082.806993358,204137.944415958,207906.25187195,232551.978617364,240703.724585392,218578.36072611,209031.842548817,211864.974604538,197766.637963993,219127.170950101,199864.763271141,198480.198366666,203434.302151405
"Q62388","Serine-protein kinase ATM","Atm",10282.8105489539,12200.2188336976,12600.2273149561,13226.6911710701,10837.6554554253,12038.0299794041,11937.6419050778,11182.8422341124,9920.9070286547,11216.5713213802,11200.143408913,13556.1661490883,11277.2879547636,11750.4596117653,11261.1237958528,12116.456803874
"Q62392","Pleckstrin homology-like domain family A member 1","Phlda1",20458.2842192783,22189.0090419622,26728.3923480256,35461.8314640582,21152.0888222414,22387.8453498692,29639.7133752379,36150.0675126212,37223.8172923482,41313.135822357,52702.9296695755,45497.1053347726,43071.2024673237,37842.7216144946,56371.9969528755,39557.1558468001
"Q62393","Tumor protein D52","Tpd52",234863.938963094,218630.411353534,221025.083178422,217903.954308766,216608.522693692,208259.524428038,221098.161735734,216579.941537078,212226.736537148,191227.761086308,156686.501963354,186013.815018224,202033.156527875,192448.403355031,149833.189524529,195998.746541105
"Q62406","Interleukin-1 receptor-associated kinase 1","Irak1",16003.3851122918,14851.5101165195,15710.603658525,15551.3504857947,12222.974042365,15317.041613634,14980.802562766,17611.0292576415,12160.4732199574,13252.5404455617,13722.6717750001,16641.5412733876,13164.7718870674,13396.7863165471,13259.5030923036,10355.0424118204
"Q62407","Striated muscle-specific serine/threonine-protein kinase","Speg",30653.065574297,33637.8265049094,25337.1849764016,24501.9722615753,32806.6575213676,32825.4435979075,25998.1895252853,23634.1859753778,25060.0445273576,29908.3012472345,19852.3080297294,29000.6606409624,25841.9596301693,30512.2722506046,18350.4925229196,31129.359706318
"Q62415","Apoptosis-stimulating of p53 protein 1","Ppp1r13b",11965.1783311791,11175.8027327432,12264.6164644818,11224.8135884216,12157.9101556985,11237.2788522726,11689.8050053115,11353.0884890198,13352.4338632106,10979.751481831,13233.2405825113,10904.0079552414,11583.9326703043,11817.08412165,13062.3806252154,9503.26502860869
"Q62417","Sorbin and SH3 domain-containing protein 1","Sorbs1",1476639.79459542,1490304.65444418,1180183.68302096,1076219.48193222,1474962.16412451,1432573.74107947,1109440.40070682,1017705.40654144,899043.532928475,906048.853757117,749084.228727909,863511.201230686,881279.770834129,888034.585699662,725048.617210522,860537.470388103
"Q62417","Sorbin and SH3 domain-containing protein 1","Sorbs1",11876.8221050121,11189.2027072884,10059.7201078049,7534.16701194881,10045.1411692244,10233.3426883324,11092.4292110541,9552.48376390638,8685.22741371127,7307.25537473534,7043.40429110586,5494.70403060474,7376.5194787625,7497.44895774567,6514.79716101046,8494.15391006787
"Q62418","Drebrin-like protein","Dbnl",515684.023709082,537615.13197884,460494.420788889,458633.939247416,519607.428238936,531300.513897579,468559.850259358,497541.898165274,502776.423300518,517417.274617841,606052.857034992,496748.504224618,545008.604670764,512666.837179683,625743.145780451,524475.350266744
"Q62419","Endophilin-A2","Sh3gl1",675030.65973959,650119.154133301,805418.233324725,899825.048087196,702554.426233671,672641.652019476,842675.081145623,910305.612269154,980459.806623346,1002224.96845172,968153.630485882,996927.506152103,997166.713176232,1034170.18830197,986215.771564998,1033079.85074343
"Q62422","Osteoclast-stimulating factor 1","Ostf1",493660.416223759,499027.23157199,584756.489528583,528216.007745144,521125.585594487,503338.455821809,573717.738008803,505865.048405191,551890.151120099,540315.538240435,516839.339268139,534618.711494319,543275.395409012,538869.555606695,498458.352746323,524137.938499554
"Q62425","Cytochrome c oxidase subunit NDUFA4","Ndufa4",444649.981141265,443367.889415866,531326.477208069,525103.845116657,465089.313203015,453965.939801345,494113.710681476,463692.936895454,558447.996873637,546338.258620336,590900.067315539,546775.732054625,500392.750872363,487340.757040628,633095.009221344,507979.663870783
"Q62426","Cystatin-B","Cstb",703337.376641231,669020.139073819,814386.979129422,807206.667700903,717862.512902137,672245.558547499,824556.327716493,731981.005658323,964292.035960535,728740.64726877,1036419.49321422,616587.91491415,996214.400395049,742433.732453012,1068685.37514274,690331.978938865
"Q62432","Mothers against decapentaplegic homolog 2","Smad2",19523.4535300796,19089.0929024336,21665.5449028372,17294.5821202649,18742.9176853979,18597.1237707611,19775.6072849379,21288.570907765,18075.7325782748,19229.2598494353,19924.7438462177,20210.9171309916,17564.4569361307,20922.7260186514,18418.8819502767,19254.9648476494
"Q62433","Protein NDRG1","Ndrg1",128040.170709618,124841.842999069,146712.61793951,110334.576430214,157825.108420748,154669.148192469,146944.571407253,114877.276840772,120705.60617802,184540.582163787,129327.298303232,213654.713427718,142037.451313375,215398.793733726,141636.5155104,210532.445994516
"Q62441","Transducin-like enhancer protein 4;Transducin-like enhancer protein 1","Tle4;Tle1",17277.4600772674,17662.822259683,15672.3574077587,19453.1192406311,16852.4503117007,16271.9480379674,18880.0372925553,20940.289353608,18733.9918124035,22841.1883375231,20113.6642865184,24239.4200225441,19543.362895428,24343.3686182566,19951.6097045752,24061.2080202909
"Q62446","Peptidyl-prolyl cis-trans isomerase FKBP3","Fkbp3",482174.106822053,477188.670239899,463802.721480174,517365.494797175,487970.11334738,488137.030681076,475856.721531362,504296.112330554,471785.446575935,508566.346082173,499014.255237698,472662.47201477,463566.815624034,503409.536858866,499836.198562195,516140.029943937
"Q62448","Eukaryotic translation initiation factor 4 gamma 2","Eif4g2",1006268.3342811,999768.049372397,906962.02910924,1002210.99293925,983097.254228068,975214.24369389,927769.041392075,1015747.0182497,871574.820526861,949920.154968561,793700.776235185,975929.958278973,871947.10557854,921171.512984407,762511.943226019,902464.006644504
"Q62465","Synaptic vesicle membrane protein VAT-1 homolog","Vat1",1178192.09732032,1117064.95932364,1777590.1199905,1151815.59442824,1188952.16231995,1102638.58415174,1720738.50686345,1177814.77659781,1367661.41627251,1486172.2736599,1151631.59592607,1489727.31060394,1341046.85846124,1572338.4332783,1132951.322321,1531849.42304314
"Q62469","Integrin alpha-2","Itga2",39012.0008967353,34414.7381558386,35351.9657395561,27607.826452302,38941.6398349574,36909.4884508578,33638.6753037379,30317.1860209578,34088.4246245245,31496.1867901108,23536.7460467849,27940.4192059076,34111.8438219584,33284.2025171222,21521.5493531709,32341.5427217788
"Q62470","Integrin alpha-3;Integrin alpha-3 heavy chain;Integrin alpha-3 light chain","Itga3",299963.933748832,295922.169130059,267962.794431358,365889.390105914,313689.263590577,316831.95666558,290127.156407694,379782.6749179,280832.526640517,240644.735518849,331844.137131235,237564.556933793,292798.087702382,236096.223712372,344733.000223674,241061.962559163
"Q62481","Vacuolar protein sorting-associated protein 72 homolog","Vps72",16710.2349216276,16062.6161726944,18449.9913696609,18779.1678065567,16993.4220661447,16304.0637248844,19988.8852544579,17491.9681512683,21433.019649583,21132.3372650929,23627.7802485878,19584.9290305291,19723.3500110715,18872.2690631217,22833.0171954315,19403.6759598555
"Q62523","Zyxin","Zyx",1781741.47927322,1744765.76731072,1914129.23522617,1893057.03128074,1779858.76636419,1753302.40109098,1932930.33857571,1929902.64386513,2309021.61425212,2294000.52489897,2479556.3073866,2303408.20079118,2381829.49701564,2326247.36092065,2490984.31879685,2310895.70328877
"Q62559","Intraflagellar transport protein 52 homolog","Ift52",26558.1362776204,33619.7887551366,30584.5705815374,31635.7639623472,31819.8552402599,29587.1118337725,29068.9973271705,31839.3878295415,31083.3639855131,31203.9954053434,34591.0389603362,32680.9317415291,30834.9355419093,30418.4719537933,37482.4348260819,33177.5741004832
"Q63739","Protein tyrosine phosphatase type IVA 1","Ptp4a1",2604.7632572293,3360.69033899424,2724.949658097,2523.16487425824,3228.34354327583,2938.1572482936,3801.38349086632,3177.48511202047,3228.10980270215,3403.30562629409,2833.70862267944,4307.29560516903,2768.75408701081,3198.32704417031,2288.73259554906,2836.75819082063
"Q63810","Calcineurin subunit B type 1","Ppp3r1",412896.280601506,459305.529750848,287831.721704448,333527.104394822,422707.420360569,462412.365460527,311445.079379624,322555.453415373,303269.432866459,325082.082627166,311679.572000697,338582.868443857,302397.400536702,326135.742268357,321380.022234953,337536.7345113
